date,timestamp,closeTime,open,high,low,close,vol,amount,amt,pct,indicator,indicator_0,index,value,signal,value_mean,value_std,position,nav,x
20221024,1666549799,022959,19339.3,19339.4,19200.1,19201.0,97.90799713134766,1883995.1687,97.76956985430533,0.9930695629687096,0,7.31963440074186e-05,29,,,,,0.0,1.0,29
20221024,1666550099,023459,19201.0,19339.4,19201.0,19339.4,70.76499938964844,1363379.5202,70.75066788097683,1.0002275665890872,0,0.0001018783021382116,30,,,,,0.0,1.0,30
20221024,1666550399,023959,19339.4,19339.4,19201.0,19201.0,47.41299819946289,914046.2326,47.43314717024213,0.9930695629687096,0,0.00015087287045972635,31,,,,,0.0,1.0,31
20221024,1666550699,024459,19201.0,19339.4,19201.0,19339.0,55.97800064086914,1078965.6117,55.99140702743095,1.000206878717352,0,0.0001283612263399089,32,,,,,0.0,1.0,32
20221024,1666550999,024959,19339.0,19339.4,19201.0,19339.0,57.26499938964844,1105372.7637,57.361769140953385,1.000206878717352,0,0.0,33,,,,,0.0,1.0,33
20221024,1666551299,025459,19205.0,19339.4,19201.0,19232.3,57.316001892089844,1103376.7762,57.25819016927691,0.9946883889319886,0,9.635911206937219e-05,34,,,,,0.0,1.0,34
20221024,1666551599,025959,19232.3,19339.0,19203.0,19210.0,49.67499923706055,957747.3815,49.69889375227025,0.9935350400827515,0,2.333065417846989e-05,35,,,,,0.0,1.0,35
20221024,1666551899,030459,19278.0,19339.4,19201.0,19339.4,76.78500366210938,1478658.4385,76.73290565225062,1.0002275665890872,0,8.778600137319819e-05,36,,,,,0.0,1.0,36
20221024,1666552199,030959,19314.0,19339.4,19203.0,19304.2,57.4010009765625,1104324.5053,57.3043975102744,0.99840703387639,0,3.1762283413044876e-05,37,,,,,0.0,1.0,37
20221024,1666552499,031459,19304.2,19338.0,19203.0,19337.7,46.21799850463867,891212.6534,46.24751061985937,1.0001396431342127,0,3.752361210361842e-05,38,,,,,0.0,1.0,38
20221024,1666552799,031959,19337.7,19337.7,19205.1,19334.9,9.616000175476074,185841.9565,9.643407147379017,0.9999948280320663,0,1.5014909183266573e-05,39,,,,,0.0,1.0,39
20221024,1666553099,032459,19334.9,19339.4,19205.0,19334.8,22.073999404907227,425833.6358,22.095745986446797,0.9999896560641324,0,2.3407196509584367e-07,40,,,,,0.0,1.0,40
20221024,1666553399,032959,19299.2,19339.4,19206.0,19337.9,27.5049991607666,530811.4991,27.542145060110933,1.0001499870700803,0,5.821357198892435e-06,41,,,,,0.0,1.0,41
20221024,1666553699,033459,19337.9,19339.4,19205.0,19206.0,38.816001892089844,749500.0552,38.89021778520355,0.9933281613653996,0,0.00017538607549447577,42,,,,,0.0,1.0,42
20221024,1666553999,033959,19339.3,19339.4,19205.0,19339.4,44.92300033569336,866927.7161,44.98332915287305,1.0002275665890872,0,0.00015440711596509813,43,,,,,0.0,1.0,43
20221024,1666554299,034459,19206.2,19345.2,19206.2,19345.0,19.743000030517578,381205.4759,19.77647898130807,1.00051719679338,0,1.4641853557663292e-05,44,,,,,0.0,1.0,44
20221024,1666554599,034959,19345.0,19345.1,19206.2,19345.1,20.551000595092773,397302.4315,20.611623032167525,1.0005223687613136,0,2.507951160923966e-07,45,,,,,0.0,1.0,45
20221024,1666554899,035459,19322.8,19345.1,19206.2,19207.1,28.530000686645508,549784.7931,28.522244028087247,0.9933850530126712,0,0.0002501061759855609,46,,,,,0.0,1.0,46
20221024,1666555199,035959,19242.6,19345.0,19210.0,19345.0,24.72100067138672,477512.6356,24.77046482168331,1.00051719679338,0,0.0002898466681401065,47,,,,,0.0,1.0,47
20221024,1666555499,040459,19220.0,19345.3,19220.0,19345.3,61.137001037597656,1181429.5137,61.26904308795731,1.0005327126971812,0,2.5311123517262336e-07,48,,,,,0.0,1.0,48
20221024,1666555799,040959,19291.3,19345.3,19225.0,19345.0,38.56700134277344,743933.9433,38.575481305564125,1.00051719679338,0,4.020077561799163e-07,49,,,,,0.0,1.0,49
20221024,1666556099,041459,19254.3,19345.0,19250.4,19305.8,14.595999717712402,281741.9582,14.599768791099457,0.9984897853633307,0,0.00013879421177074184,50,,,,,0.0,1.0,50
20221024,1666556399,041959,19251.4,19305.8,19250.4,19298.7,24.09000015258789,464151.5484,24.076623131947652,0.998122575640031,0,1.527478025314093e-05,51,,,,,0.0,1.0,51
20221024,1666556699,042459,19305.1,19344.9,19255.0,19299.0,30.665000915527344,591628.2054,30.654390576141388,0.9981380915438324,0,5.071080597961583e-07,52,,,,,0.0,1.0,52
20221024,1666556999,042959,19255.0,19399.9,19220.2,19320.0,190.64199829101562,3678168.1814,190.4794747501948,0.9992242048099301,0,5.712632729878608e-06,53,,,,,0.0,1.0,53
20221024,1666557299,043459,19399.9,19399.9,19220.5,19344.9,6.693999767303467,129752.1405,6.7193576710753895,1.0005120248254462,0,0.00019180700579826283,54,,,,,0.0,1.0,54
20221024,1666557599,043959,19344.9,19399.9,19295.0,19345.0,39.9640007019043,774636.366,40.038163478908075,1.00051719679338,0,1.291098458016008e-07,55,,,,,0.0,1.0,55
20221024,1666557899,044459,19345.0,19399.9,19220.5,19380.7,61.10499954223633,1180424.1185,61.12956460834171,1.002363589345746,0,3.0188961912677227e-05,56,,,,,0.0,1.0,56
20221024,1666558199,044959,19380.7,19399.9,19220.2,19342.7,103.85299682617188,2009262.4601,104.05268034520883,1.0003982415309025,0,1.884346935432887e-05,57,,,,,0.0,1.0,57
20221024,1666558499,045459,19342.7,19399.9,19220.2,19397.9,46.92900085449219,906792.7565,46.959627577349615,1.0032531678303596,0,6.077113361124632e-05,58,,,,,0.0,1.0,58
20221024,1666558799,045959,19397.5,19397.9,19220.3,19397.9,30.52899932861328,590581.1425,30.585637989341812,1.0032531678303596,0,0.0,59,,,,,0.0,1.0,59
20221024,1666559099,050459,19397.9,19399.8,19220.3,19220.4,98.19999694824219,1895344.2903,98.15325648043377,0.9940729247478667,0,9.3226403071478e-05,60,,,,,0.0,1.0,60
20221024,1666559399,050959,19256.9,19350.0,19220.3,19225.0,29.36199951171875,565381.5134,29.31693626443144,0.9943108352728213,0,8.163508084985937e-06,61,,,,,0.0,1.0,61
20221024,1666559699,051459,19350.0,19350.0,19221.2,19338.9,0.48500001430511475,9362.3363,0.4854573515991207,1.0002017067494182,0,0.012204115055001423,62,,,,,0.0,1.0,62
20221024,1666559999,051959,19330.9,19349.0,19220.3,19255.9,27.618000030517578,532960.8426,27.63653178045751,0.9959089733643652,0,0.0001552968990634312,63,,,,,0.0,1.0,63
20221024,1666560299,052459,19338.9,19399.8,19220.3,19399.8,91.16999816894531,1763302.2513,91.31526077353502,1.0033514352211015,0,8.183773638220079e-05,64,,,,,0.0,1.0,64
20221024,1666560599,052959,19305.7,19399.9,19220.4,19398.0,44.67599868774414,863824.7112,44.73423102358086,1.0032583397982933,0,2.0741266715093942e-06,65,,,,,0.0,1.0,65
20221024,1666560899,053459,19398.0,19400.0,19230.0,19399.9,346.22900390625,6716461.124,347.73290830960394,1.0033566071890354,0,2.8167665396700595e-07,66,,,,,0.0,1.0,66
20221024,1666561199,053959,19400.0,19400.1,19300.0,19400.1,62.89500045776367,1219780.7222,63.037600533331954,1.003366951124903,0,1.6354257465277077e-07,67,,,,,0.0,1.0,67
20221024,1666561499,054459,19399.5,19430.0,19220.4,19221.5,23.202999114990234,448833.2315,23.225282610270526,0.9941298163951383,0,0.0003963843311262458,68,,,,,0.0,1.0,68
20221024,1666561799,054959,19257.1,19399.0,19221.5,19221.5,7.48799991607666,144458.641,7.480930645641563,0.9941298163951383,0,0.0,69,,,,,0.0,1.0,69
20221024,1666562099,055459,19399.0,19420.0,19222.0,19335.9,18.32200050354004,354626.5391,18.35446090264479,1.0000465477114042,0,0.00032426279016769757,70,,,,,0.0,1.0,70
20221024,1666562399,055959,19311.8,19419.0,19222.0,19418.9,53.766998291015625,1038615.2004,53.75715951450532,1.0043392810964573,0,7.98504537108328e-05,71,,,,,0.0,1.0,71
20221024,1666562699,060459,19375.1,19500.0,19220.2,19499.0,170.39599609375,3304974.065,170.71058853001793,1.0084820274114301,0,2.416280957121004e-05,72,,,,,0.0,1.0,72
20221024,1666562999,060959,19459.4,19499.0,19459.0,19459.8,16.400999069213867,319654.8255,16.410227706761127,1.006454615981381,0,0.00012250649665192614,73,,,,,0.0,1.0,73
20221024,1666563299,061459,19459.8,19500.0,19444.7,19450.0,31.246000289916992,608704.8398,31.259957827380877,1.0059477631238687,0,1.6110140034475142e-05,74,,,,,0.0,1.0,74
20221024,1666563599,061959,19450.0,19450.0,19348.5,19348.5,39.612998962402344,768173.6094,39.5981086588399,1.0006982156710629,0,0.00013178682452714264,75,,,,,0.0,1.0,75
20221024,1666563899,062459,19434.8,19450.0,19348.5,19397.3,42.573001861572266,825391.0736,42.54757650940114,1.0032221360227567,0,5.9278566429278865e-05,76,,,,,0.0,1.0,76
20221024,1666564199,062959,19363.7,19395.0,19348.5,19395.0,29.663999557495117,574255.134,29.643947191141738,1.0031031807602793,0,3.9999127890264056e-06,77,,,,,0.0,1.0,77
20221024,1666564499,063459,19395.0,19450.0,19348.5,19348.6,47.8489990234375,928297.5124,47.85223719473691,1.0007033876389966,0,4.999492829510495e-05,78,,,,,0.0,1.0,78
20221024,1666564799,063959,19348.6,19390.9,19348.6,19348.6,10.388999938964844,201305.8713,10.392796566811652,1.0007033876389966,0,0.0,79,,,,,0.0,1.0,79
20221024,1666565099,064459,19390.9,19390.9,19348.5,19348.5,23.055999755859375,446318.4202,23.042092556931703,1.0006982156710629,0,2.2429961947612432e-07,80,,,,,0.0,1.0,80
20221024,1666565399,064959,19390.1,19390.1,19348.5,19390.1,18.54599952697754,359231.233,18.546423102538554,1.0028497543315231,0,0.00011592733858803478,81,,,,,0.0,1.0,81
20221024,1666565699,065459,19390.0,19450.0,19348.5,19348.5,70.9520034790039,1375262.0212,70.8925355980257,1.0006982156710629,0,3.026305532667559e-05,82,,,,,0.0,1.0,82
20221024,1666565999,065959,19405.5,19450.0,19220.2,19300.0,187.3459930419922,3625486.5785,187.50803349866305,0.9981898112231704,0,1.3368249966859137e-05,83,,,,,0.0,1.0,83
20221024,1666566299,070459,19450.0,19450.0,19220.2,19400.0,24.95400047302246,481850.5862,24.921028916323166,1.0033617791569693,0,0.00020791064316230242,84,,,,,0.0,1.0,84
20221024,1666566599,070959,19220.2,19400.0,19220.2,19398.9,41.242000579833984,794504.7274,41.14451646547662,1.0033048875096975,0,1.378094477678081e-06,85,,,,,0.0,1.0,85
20221024,1666566899,071459,19227.0,19449.9,19225.0,19449.9,49.27399826049805,952250.3924,49.24384509850058,1.005942591155935,0,5.33876881869456e-05,86,,,,,0.0,1.0,86
20221024,1666567199,071959,19449.9,19449.9,19220.2,19449.9,39.444000244140625,762060.8316,39.41343992386882,1.005942591155935,0,0.0,87,,,,,0.0,1.0,87
20221024,1666567499,072459,19449.9,19449.9,19250.0,19250.0,28.594999313354492,553520.6057,28.6057899736175,0.9956038272562711,0,0.00035928697695470296,88,,,,,0.0,1.0,88
20221024,1666567799,072959,19387.6,19449.9,19220.2,19449.9,37.29399871826172,717687.8036,37.11848707916452,1.005942591155935,0,0.0002797639775098683,89,,,,,0.0,1.0,89
20221024,1666568099,073459,19260.0,19450.0,19250.0,19450.0,55.053001403808594,1064587.2385,55.017428346253226,1.0059477631238687,0,9.345065306151603e-08,90,,,,,0.0,1.0,90
20221024,1666568399,073959,19250.0,19450.0,19250.0,19450.0,3.052999973297119,58930.0049,3.045478289405685,1.0059477631238687,0,0.0,91,,,,,0.0,1.0,91
20221024,1666568699,074459,19450.0,19450.0,19250.0,19450.0,9.317000389099121,180613.7278,9.334042780361758,1.0059477631238687,0,0.0,92,,,,,0.0,1.0,92
20221024,1666568999,074959,19445.0,19450.0,19250.0,19250.1,18.524999618530273,359658.3933,18.586997069767442,0.9956089992242048,0,0.0005529475752786688,93,,,,,0.0,1.0,93
20221024,1666569299,075459,19250.0,19450.0,19250.0,19255.0,30.51099967956543,591309.2489,30.558617514211885,0.9958624256529609,0,8.329700521300541e-06,94,,,,,0.0,1.0,94
20221024,1666569599,075959,19343.6,19450.0,19255.0,19255.0,3.799999952316284,73484.2128,3.7971431494638934,0.9958624256529609,0,0.0,95,,,,,0.0,1.0,95
20221024,1666569899,080459,19255.0,19582.0,19255.0,19560.4,938.0159912109375,18330745.0794,943.983576455442,1.0116576157227826,0,1.680200351809741e-05,96,,,,,0.0,1.0,96
20221024,1666570199,080959,19566.2,19578.9,19551.6,19578.9,539.1229858398438,10549011.3051,539.1707903093495,1.0126144297905353,0,1.7541536868897433e-06,97,,,,,0.0,1.0,97
20221024,1666570499,081459,19581.9,19585.4,19554.4,19554.4,509.99700927734375,9984119.3395,510.1773304666861,1.0113472976467546,0,2.4527689466905854e-06,98,,,,,0.0,1.0,98
20221024,1666570799,081959,19556.3,19574.4,19428.2,19555.6,500.22198486328125,9780092.9941,501.5097964802346,1.0114093612619601,0,1.2236503263057382e-07,99,,,,,0.0,1.0,99
20221024,1666571099,082459,19563.9,19580.0,19551.0,19560.6,273.0820007324219,5341682.4479,273.0153815593775,1.01166795965865,0,9.365085425876729e-07,100,,,,,0.0,1.0,100
20221024,1666571399,082959,19560.6,19581.4,19560.6,19577.5,480.6419982910156,9407391.4982,480.68016443717744,1.012542022239462,0,1.7974148745360746e-06,101,,,,,0.0,1.0,101
20221024,1666571699,083459,19575.7,19589.7,19573.4,19573.4,484.9679870605469,9496937.7078,484.99417603815834,1.0123299715541765,0,4.3180741979277584e-07,102,,,,,0.0,1.0,102
20221024,1666571999,083959,19573.4,19589.7,19428.2,19428.2,704.1649780273438,13770532.6778,705.8571926115961,1.0048202741143006,0,1.0509534990908982e-05,103,,,,,0.0,1.0,103
20221024,1666572299,084459,19428.2,19545.8,19428.2,19524.1,554.2000122070312,10822502.9892,555.3704002257915,1.0097801913628135,0,8.887984985930032e-06,104,,,,,0.0,1.0,104
20221024,1666572599,084959,19526.4,19557.1,19428.2,19509.8,305.12701416015625,5956578.1231,305.5807252015503,1.0090405999482803,0,2.3968400716560705e-06,105,,,,,0.0,1.0,105
20221024,1666572899,085459,19509.8,19525.7,19509.6,19519.0,296.9259948730469,5794798.037,296.9003971789636,1.0095164209981897,0,1.588269629177926e-06,106,,,,,0.0,1.0,106
20221024,1666573199,085959,19519.4,19530.5,19400.0,19518.5,289.1839904785156,5643475.6435,289.92566977048847,1.0094905611585208,0,8.835390952831737e-08,107,,,,,0.0,1.0,107
20221024,1666573499,090459,19518.5,19551.7,19509.9,19519.5,460.4150085449219,8986434.0374,460.116023788068,1.009542280837859,0,1.1134896970372817e-07,108,,,,,0.0,1.0,108
20221024,1666573799,090959,19524.6,19528.9,19519.5,19523.8,532.0579833984375,10387761.1757,532.0454193103942,1.0097646754590122,0,4.140483499892988e-07,109,,,,,0.0,1.0,109
20221024,1666574099,091459,19521.2,19524.5,19491.1,19512.1,342.1839904785156,6676380.2827,342.2415794041358,1.0091595552107575,0,1.751010458905966e-06,110,,,,,0.0,1.0,110
20221024,1666574399,091959,19507.3,19511.1,19401.6,19429.6,553.781982421875,10761177.9861,553.0933595509949,1.0048926816653736,0,7.644542352926263e-06,111,,,,,0.0,1.0,111
20221024,1666574699,092459,19425.3,19442.3,19411.4,19429.6,663.18798828125,12884669.3918,663.2402778525598,1.0048926816653736,0,0.0,112,,,,,0.0,1.0,112
20221024,1666574999,092959,19430.0,19489.7,19425.2,19447.2,679.8099975585938,13215513.4734,679.2006903987933,1.0058029480217223,0,1.3336770851494198e-06,113,,,,,0.0,1.0,113
20221024,1666575299,093459,19442.4,19499.7,19433.1,19455.5,473.1990051269531,9202006.9579,472.7123123895533,1.0062322213602275,0,9.028676607045163e-07,114,,,,,0.0,1.0,114
20221024,1666575599,093959,19461.8,19499.7,19455.5,19460.0,369.77301025390625,7197204.8284,369.5118920400871,1.0064649599172486,0,6.259529598637199e-07,115,,,,,0.0,1.0,115
20221024,1666575899,094459,19452.9,19466.0,19438.8,19439.7,580.3359985351562,11288537.9618,580.3159487672472,1.0054150504266874,0,1.7975819376355478e-06,116,,,,,0.0,1.0,116
20221024,1666576199,094959,19440.8,19449.6,19376.3,19403.8,337.4440002441406,6552025.06,337.5079552566715,1.0035583139384536,0,5.471682338696228e-06,117,,,,,0.0,1.0,117
20221024,1666576499,095459,19403.8,19433.8,19376.3,19417.0,709.85400390625,13775052.2078,709.869451910714,1.004241013705715,0,9.58315812511148e-07,118,,,,,0.0,1.0,118
20221024,1666576799,095959,19412.4,19443.0,19409.9,19410.8,370.14898681640625,7187914.3728,370.00658240697607,1.0039203516938195,0,8.62978763687154e-07,119,,,,,0.0,1.0,119
20221024,1666577099,100459,19417.4,19417.4,19391.1,19409.6,261.8800048828125,5082193.2871,261.9113486530013,1.0038582880786138,0,2.360388523260437e-07,120,,,,,0.0,1.0,120
20221024,1666577399,100959,19405.3,19445.9,19405.3,19430.1,497.3009948730469,9662957.7953,497.4341999886747,1.0049185415050426,0,2.1232524542488928e-06,121,,,,,0.0,1.0,121
20221024,1666577699,101459,19427.2,19445.9,19421.0,19440.9,314.07598876953125,6103076.7042,314.05008910924204,1.005477114041893,0,1.7699043585590654e-06,122,,,,,0.0,1.0,122
20221024,1666577999,101959,19441.0,19444.5,19416.1,19438.1,489.2359924316406,9508234.1337,489.3508661060303,1.0053322989397464,0,2.9432103609994174e-07,123,,,,,0.0,1.0,123
20221024,1666578299,102459,19437.4,19445.9,19431.3,19439.5,270.6059875488281,5259989.0672,270.5950565987263,1.0054047064908198,0,2.6616709538115456e-07,124,,,,,0.0,1.0,124
20221024,1666578599,102959,19435.3,19449.6,19434.0,19448.7,389.8529968261719,7579653.89,389.86379296155707,1.0058805275407292,0,1.2139193476239767e-06,125,,,,,0.0,1.0,125
20221024,1666578899,103459,19448.7,19500.0,19441.3,19456.1,581.9769897460938,11320848.5573,581.4314651693702,1.0062632531678304,0,6.543989770311214e-07,126,,,,,0.0,1.0,126
20221024,1666579199,103959,19457.0,19469.1,19446.8,19446.8,467.74798583984375,9101680.0153,467.76150700870346,1.005782260149987,0,1.0218865399423787e-06,127,,,,,0.0,1.0,127
20221024,1666579499,104459,19444.0,19456.1,19438.3,19442.6,331.6659851074219,6451377.7456,331.73812917026623,1.0055650374967675,0,6.510371203112275e-07,128,,,,,0.0,1.0,128
20221024,1666579799,104959,19443.7,19460.2,19438.3,19454.8,400.5690002441406,7792231.4147,400.6443135185161,1.006196017584691,0,1.566197427452742e-06,129,,,,,0.0,1.0,129
20221024,1666580099,105459,19455.8,19465.3,19452.3,19454.6,379.7080078125,7387610.023,379.65393667646515,1.0061856736488233,0,2.707792105101985e-08,130,,,,,0.0,1.0,130
20221024,1666580399,105959,19456.7,19465.3,19422.0,19425.2,224.2530059814453,4361378.2945,224.3086197550357,1.0046651150762866,0,6.737194129596427e-06,131,,,,,0.0,1.0,131
20221024,1666580699,110459,19428.4,19457.9,19401.5,19431.8,379.3890075683594,7370133.6549,379.32308038209544,1.0050064649599173,0,8.957135990873956e-07,132,,,,,0.0,1.0,132
20221024,1666580999,110959,19431.8,19431.8,19390.2,19395.5,119.34500122070312,2317798.1332,119.40642590283859,1.0031290405999482,0,1.5644651527064448e-05,133,,,,,0.0,1.0,133
20221024,1666581299,111459,19419.3,19434.4,19376.3,19434.4,328.9490051269531,6380861.6274,328.81971350168897,1.005140936126196,0,6.099451395168914e-06,134,,,,,0.0,1.0,134
20221024,1666581599,111959,19401.8,19458.2,19357.8,19365.8,255.6909942626953,4959799.9648,255.55440873866448,1.00159296612361,0,1.3812414441768594e-05,135,,,,,0.0,1.0,135
20221024,1666581899,112459,19369.0,19372.3,19358.5,19366.8,305.96600341796875,5925542.3596,305.98605552170363,1.001644685802948,0,1.6875743760560784e-07,136,,,,,0.0,1.0,136
20221024,1666582199,112959,19366.8,19465.3,19360.1,19377.5,391.87799072265625,7594191.7367,391.1970893641792,1.0021980863718645,0,1.4123108488390166e-06,137,,,,,0.0,1.0,137
20221024,1666582499,113459,19377.6,19384.9,19372.4,19384.9,256.47900390625,4969684.6503,256.4515407574831,1.0025808119989656,0,1.4891164510192744e-06,138,,,,,0.0,1.0,138
20221024,1666582799,113959,19389.2,19393.6,19373.3,19384.6,302.0350036621094,5854438.905,302.03286334476064,1.002565296095164,0,5.1239335609138626e-08,139,,,,,0.0,1.0,139
20221024,1666583099,114459,19384.6,19388.4,19382.0,19386.8,242.80499267578125,4706930.9119,242.81054164517258,1.0026790793897078,0,4.674103224526159e-07,140,,,,,0.0,1.0,140
20221024,1666583399,114959,19385.6,19465.9,19382.8,19391.6,301.885009765625,5857288.3635,301.5435967484112,1.00292733385053,0,8.210790982131445e-07,141,,,,,0.0,1.0,141
20221024,1666583699,115459,19396.0,19467.9,19388.4,19467.9,394.1520080566406,7647033.9685,393.6058743884518,1.0068735453840187,0,9.996531120125269e-06,142,,,,,0.0,1.0,142
20221024,1666583999,115959,19395.3,19469.1,19382.7,19392.1,582.968994140625,11305219.0086,581.9662928667398,1.002953193690199,0,6.690402831405057e-06,143,0.1725458746436918,,,,0.0,1.0,143
20221024,1666584299,120459,19392.1,19499.9,19250.5,19374.2,309.0669860839844,5988682.5336,309.0901014492753,1.0020274114300491,0,2.9863664083462137e-06,144,0.17064369748387653,,,,0.0,1.0,144
20221024,1666584599,120959,19376.6,19380.2,19250.0,19348.4,478.49200439453125,9263309.4235,479.58899635518327,1.0006930437031292,0,2.776685658643102e-06,145,0.16793748020023586,,,,0.0,1.0,145
20221024,1666584899,121459,19350.8,19380.2,19234.5,19294.2,286.781005859375,5539177.0414,286.89473394329104,0.9978898370830102,0,9.764087274779204e-06,146,0.1662697628033392,,,,0.0,1.0,146
20221024,1666585199,121959,19298.0,19380.2,19280.2,19305.1,360.8919982910156,6965333.8783,360.3342892623977,0.9984535815877941,0,1.56781252828242e-06,147,0.1695540193796463,,,,0.0,1.0,147
20221024,1666585499,122459,19302.2,19380.2,19299.9,19318.4,287.06201171875,5545506.9873,286.7369519365255,0.9991414533229894,0,2.402679932217079e-06,148,0.18033654302204052,,,,0.0,1.0,148
20221024,1666585799,122959,19317.7,19320.3,19293.8,19313.1,103.12300109863281,1991721.4715,103.16032078955615,0.998867339022498,0,2.6594512360702566e-06,149,0.19175427334249948,,,,0.0,1.0,149
