tradeDate,openTime,closeTime,closeSec,open,close,high,low,vol,amt,pct,amount,indicator,index,value,value_mean,signal,value_std
20221027,011000,011459,1666804499,20752.8,20780.1,20787.8,20744.3,2254.916,2255.33162809008,0.0013106601968879694,46834329.3555,5.81138569850988e-07,14,,,0,
20221027,011500,011959,1666804799,20780.1,20759.6,20787.8,20746.7,2190.798,2190.841047302845,-0.0009865207578404478,45497743.7396,4.502931689430223e-07,15,,,0,
20221027,012000,012459,1666805099,20759.5,20697.5,20768.9,20694.7,3108.069,3106.9643967286966,-0.0029913871172854156,64412964.4801,9.628005780932116e-07,16,,,0,
20221027,012500,012959,1666805399,20697.4,20710.2,20723.0,20670.0,2509.012,2508.5393881250457,0.000613600676410142,51917985.44633,2.446047605689639e-07,17,,,0,
20221027,013000,013459,1666805699,20710.2,20671.4,20719.3,20657.0,2688.276,2687.3492068793003,-0.0018734729746694434,55596283.4943,6.971453393081819e-07,18,,,0,
20221027,013500,013959,1666805999,20671.4,20716.1,20720.4,20671.4,1847.368,1847.9658552853462,0.002162407964627411,38245316.5444,1.1701558004671637e-06,19,,,0,
20221027,014000,014459,1666806299,20716.0,20735.9,20747.0,20711.0,1609.632,1609.5086175406436,0.0009557783559648314,33363504.133,5.938323942777497e-07,20,,,0,
20221027,014500,014959,1666806599,20735.9,20713.4,20738.0,20711.9,1296.301,1296.4563880829628,-0.0010850746772506081,26868993.8202,8.369542448358641e-07,21,,,0,
20221027,015000,015459,1666806899,20713.4,20802.9,20819.0,20713.4,5064.557,5069.169821378008,0.004320874409802444,105267394.3447,8.523830453618248e-07,22,,,0,
20221027,015500,015959,1666807199,20802.8,20811.1,20819.6,20761.0,2397.86,2397.87172675238,0.0003941758120260541,49852472.5607,1.64385695710219e-07,23,,,0,
20221027,020000,020459,1666807499,20811.2,20847.7,20859.9,20790.3,4793.742,4794.958206006214,0.0017586768599451297,99855484.1359,3.6677626464860384e-07,24,,,0,
20221027,020500,020959,1666807799,20847.8,20837.0,20851.3,20817.7,1811.191,1811.494802769445,-0.0005132460655132842,37741588.4683,2.83327374016544e-07,25,,,0,
20221027,021000,021459,1666808099,20837.0,20803.8,20850.0,20800.3,1448.783,1449.1355083060625,-0.0015933195757547036,30178464.3308,1.0994966078894734e-06,26,,,0,
20221027,021500,021959,1666808399,20803.8,20766.9,20804.8,20766.9,2424.909,2425.0194746522275,-0.0017737144175582475,50406091.0472,7.314227518987724e-07,27,,,0,
20221027,022000,022459,1666808699,20766.9,20777.7,20794.7,20761.1,1472.145,1472.0419104048049,0.0005200583621050026,30585939.6102,3.5329045893943935e-07,28,,,0,
20221027,022500,022959,1666808999,20777.6,20748.7,20790.5,20741.5,1662.484,1662.085777684677,-0.0013957271497807566,34514873.2594,8.397443552672932e-07,29,,,0,
20221027,023000,023459,1666809299,20748.7,20737.0,20756.0,20722.8,1708.549,1708.6606666730956,-0.0005638907497819146,35436597.0304,3.300191552251605e-07,30,,,0,
20221027,023500,023959,1666809599,20737.1,20785.8,20805.1,20736.1,2698.331,2700.162307906368,0.002353281573998167,56083991.2326,8.715333767557245e-07,31,,,0,
20221027,024000,024459,1666809899,20785.7,20703.2,20785.8,20700.4,2171.346,2170.4558525148122,-0.003973866774432455,45021982.7943,1.8308903955950588e-06,32,,,0,
20221027,024500,024959,1666810199,20703.3,20728.0,20743.2,20700.0,2002.78,2003.4544212126477,0.0011978824529541576,41514781.1346,5.979085125525867e-07,33,,,0,
20221027,025000,025459,1666810499,20728.1,20700.0,20739.7,20666.0,3025.263,3024.0275075460627,-0.0013508297954457626,62605987.8846,4.46698911327673e-07,34,,,0,
20221027,025500,025959,1666810799,20699.9,20687.0,20700.0,20650.0,2030.891,2030.831776,-0.0006280193236715137,41987446.9688,3.0924241539517534e-07,35,,,0,
20221027,030000,030459,1666811099,20687.0,20641.7,20693.1,20631.7,2714.326,2713.358833470458,-0.0021897810218978186,56064505.5607,8.07037018062602e-07,36,,,0,
20221027,030500,030959,1666811399,20641.7,20653.1,20670.3,20634.0,2395.313,2395.5395534556933,0.0005522800932091787,49473042.1889,2.3054517818855685e-07,37,,,0,
20221027,031000,031459,1666811699,20653.1,20688.6,20693.0,20638.0,1921.699,1921.4897865089158,0.0017188702906585362,39708547.1831,8.945508337993764e-07,38,,,0,
20221027,031500,031959,1666811999,20688.6,20722.4,20725.3,20688.5,2380.983,2381.0463558282504,0.001633749987916211,49304088.7855,6.861479130455269e-07,39,,,0,
20221027,032000,032459,1666812299,20722.4,20709.0,20722.5,20696.3,1129.86,1129.750127970873,-0.0006466432459560911,23396447.3002,5.72377227447203e-07,40,,,0,
20221027,032500,032959,1666812599,20709.0,20726.8,20732.7,20704.4,1250.614,1250.7185158276036,0.000859529673088888,25913074.1061,6.872287107064494e-07,41,,,0,
20221027,033000,033459,1666812899,20726.9,20719.9,20747.5,20714.1,1415.584,1415.523443817894,-0.00033290232935123676,29344933.4091,2.3517966502437128e-07,42,,,0,
20221027,033500,033959,1666813199,20720.0,20750.2,20759.9,20709.0,1376.666,1376.7982283590836,0.0014623622700882244,28547154.026,1.062147117832305e-06,43,,,0,
20221027,034000,034459,1666813499,20750.3,20758.9,20775.1,20746.6,1766.407,1766.4158807177935,0.0004192730672476497,36672295.1372,2.373580716888005e-07,44,,,0,
20221027,034500,034959,1666813799,20758.9,20754.0,20780.0,20743.8,1058.988,1058.9037747604987,-0.0002360433356296543,21984854.2812,2.229129230208309e-07,45,,,0,
20221027,035000,035459,1666814099,20753.9,20747.0,20754.1,20724.5,1237.101,1237.1422891515142,-0.0003372843789148927,25657465.0774,2.726318402277049e-07,46,,,0,
20221027,035500,035959,1666814399,20747.0,20754.4,20754.5,20730.0,884.799,884.6677195723703,0.00035667807393857665,18349999.0063,4.0317744848991136e-07,47,,,0,
20221027,040000,040459,1666814699,20754.5,20760.4,20771.9,20722.0,1857.285,1857.5238792834612,0.0002890953243650518,38537955.0473,1.5563478219002502e-07,48,,,0,
20221027,040500,040959,1666814999,20760.4,20707.9,20864.6,20707.8,14482.377,14487.985743685716,-0.002528853008612497,301150169.2654,1.745482811311189e-07,49,,,0,
20221027,041000,041459,1666815299,20707.8,20760.4,20780.0,20706.5,2076.223,2076.0827368999553,0.00253526431941431,43064703.2322,1.2211769186039343e-06,50,,,0,
20221027,041500,041959,1666815599,20760.4,20730.5,20766.8,20729.8,1076.936,1076.8369193476092,-0.0014402419991907944,22342535.4537,1.3374745732746147e-06,51,,,0,
20221027,042000,042459,1666815899,20730.5,20703.3,20734.4,20693.6,2134.581,2133.8909032103893,-0.0013120764091556492,44201416.1691,6.148751124912996e-07,52,,,0,
20221027,042500,042959,1666816199,20703.3,20699.1,20725.0,20688.6,1296.921,1296.6470030666255,-0.00020286620973475333,26849410.1631,1.5645446235942865e-07,53,,,0,
20221027,043000,043459,1666816499,20699.2,20693.2,20718.3,20688.6,1952.493,1951.8003042488092,-0.0002850365474826866,40409000.009,1.4603776157950175e-07,54,,,0,
20221027,043500,043959,1666816799,20693.2,20719.0,20719.7,20688.6,884.5,884.5852535264668,0.0012467863839329407,18314585.7768,1.4094587027791063e-06,55,,,0,
20221027,044000,044459,1666817099,20718.9,20738.1,20738.1,20708.8,690.268,690.2296312534835,0.0009218591630868467,14303939.2518,1.3355832919150618e-06,56,,,0,
20221027,044500,044959,1666817399,20738.1,20764.7,20767.8,20724.8,997.649,997.534465914404,0.0012826633105251783,20695149.2902,1.2858335770377687e-06,57,,,0,
20221027,045000,045459,1666817699,20764.7,20743.9,20768.2,20741.4,731.492,731.4567034999131,-0.001001700000481498,15181237.5898,1.3694590475259987e-06,58,,,0,
20221027,045500,045959,1666817999,20743.9,20736.2,20760.5,20729.3,932.062,932.0970587228667,-0.0003711934592820487,19336260.2735,3.9823477159197093e-07,59,,,0,
20221027,050000,050459,1666818299,20736.2,20723.4,20736.2,20718.0,624.087,624.0420938047291,-0.0006172779969328968,12934582.8825,9.891608323557274e-07,60,,,0,
20221027,050500,050959,1666818599,20723.5,20726.0,20737.5,20720.0,855.958,855.9220271844661,0.0001254620380823912,17742193.721,1.4658115353695876e-07,61,,,0,
20221027,051000,051459,1666818899,20725.9,20715.0,20725.9,20690.0,799.857,799.6950019098945,-0.0005307343433368361,16560044.1148,6.636709521371205e-07,62,,,0,
20221027,051500,051959,1666819199,20714.9,20725.3,20726.9,20710.4,803.427,803.4999489059373,0.0004972242336471755,16647434.2164,6.188229810396462e-07,63,,,0,
20221027,052000,052459,1666819499,20725.3,20732.4,20744.2,20717.4,564.369,564.4644721284272,0.00034257646451441026,11701800.0788,6.069052729264901e-07,64,,,0,
20221027,052500,052959,1666819799,20732.3,20730.1,20740.3,20730.0,300.433,300.4465818525547,-0.00011093746985413322,6229804.9417,3.692419103924977e-07,65,,,0,
20221027,053000,053459,1666820099,20730.1,20705.7,20730.1,20705.7,293.216,293.23958737613367,-0.0011770324311024538,6075308.4473,4.0138933546946145e-06,66,,,0,
20221027,053500,053959,1666820399,20705.7,20721.7,20721.8,20704.5,510.69,510.6311483864115,0.0007727340780558922,10576779.5712,1.5132920905779504e-06,67,,,0,
20221027,054000,054459,1666820699,20721.7,20739.8,20744.2,20721.7,512.782,512.8448984828498,0.000873480457684428,10632787.638,1.703205901566823e-06,68,,,0,
20221027,054500,054959,1666820999,20739.8,20735.2,20752.0,20735.2,653.624,653.6768179679516,-0.00022179577430825326,13559610.4412,3.3930494123646196e-07,69,,,0,
20221027,055000,055459,1666821299,20735.2,20738.1,20740.6,20734.4,294.044,294.0494381916817,0.00013985879084832398,6097850.2245,4.7563019235273754e-07,70,,,0,
20221027,055500,055959,1666821599,20738.1,20729.3,20739.9,20729.2,301.416,301.41968811476494,-0.0004243397418277617,6249801.5942,1.407803665652375e-06,71,,,0,
20221027,060000,060459,1666821899,20729.2,20688.7,20729.3,20688.6,996.371,996.2150740428657,-0.001958580366920204,20630568.1576,1.966021613156126e-06,72,,,0,
20221027,060500,060959,1666822199,20688.7,20800.0,20817.9,20688.6,3620.352,3624.35087696144,0.005379748365049508,75217059.8373,1.4843343119029765e-06,73,,,0,
20221027,061000,061459,1666822499,20799.9,20776.9,20800.3,20763.6,1371.736,1371.4055571397296,-0.0011105769230768114,28500481.7182,8.09809262690378e-07,74,,,0,
20221027,061500,061959,1666822799,20776.9,20783.1,20788.4,20743.2,878.858,878.6773721262844,0.0002984083284800487,18246438.5741,3.3961080363084754e-07,75,,,0,
20221027,062000,062459,1666823099,20783.2,20830.0,20857.5,20775.9,3846.983,3848.488458703829,0.0022566412132936087,80112829.6983,5.863707888196826e-07,76,,,0,
20221027,062500,062959,1666823399,20830.0,20849.3,20856.5,20821.7,1659.34,1659.1992803384026,0.0009265482477196496,34576219.7229,5.584309604634563e-07,77,,,0,
20221027,063000,063459,1666823699,20849.3,20834.6,20897.4,20828.8,4663.568,4664.845218692333,-0.0007050596422901734,97323132.2821,1.5114320180763004e-07,78,,,0,
20221027,063500,063959,1666823999,20834.6,20838.1,20850.2,20823.0,783.998,784.0271128974978,0.00016798978622101224,16336459.3406,2.1426527661802291e-07,79,,,0,
20221027,064000,064459,1666824299,20838.1,20777.8,20846.4,20777.8,1790.71,1790.2299847925005,-0.0028937379127654816,37258445.4665,1.616405678235182e-06,80,,,0,
20221027,064500,064959,1666824599,20777.9,20761.0,20791.5,20761.0,1406.367,1406.382021774863,-0.0008085552849675937,29219344.4799,5.749186724864356e-07,81,,,0,
20221027,065000,065459,1666824899,20761.1,20763.9,20776.0,20752.3,782.862,782.8428076323855,0.00013968498627248138,16255065.4841,1.7843299435162714e-07,82,,,0,
20221027,065500,065959,1666825199,20763.9,20808.2,20811.2,20755.6,1188.952,1188.8840217577488,0.002133510564007679,24709052.1778,1.7945489425060258e-06,83,,,0,
20221027,070000,070459,1666825499,20808.2,20849.6,20849.7,20791.1,1476.445,1476.2750071804576,0.00198960025374606,30736636.1595,1.3477165460831068e-06,84,,,0,
20221027,070500,070959,1666825799,20849.6,20856.3,20873.0,20836.4,1624.008,1623.9571268922593,0.0003213490906299743,33867138.6942,1.9788027978604022e-07,85,,,0,
20221027,071000,071459,1666826099,20856.4,20836.9,20896.8,20822.7,2869.702,2869.9071993384387,-0.0009301745755477819,59865546.7014,3.241131196723722e-07,86,,,0,
20221027,071500,071959,1666826399,20837.0,20800.0,20837.0,20800.0,1114.146,1113.9828746355406,-0.0017708968224641186,23191452.4756,1.589698426058389e-06,87,,,0,
20221027,072000,072459,1666826699,20800.0,20815.2,20821.0,20800.0,551.774,551.7330959563682,0.0007307692307692015,11481841.5934,1.3244977256665998e-06,88,,,0,
20221027,072500,072959,1666826999,20815.3,20817.0,20821.5,20800.0,553.539,553.4400874980479,8.647526807337158e-05,11517503.3009,1.5625045967360757e-07,89,,,0,
20221027,073000,073459,1666827299,20816.9,20796.2,20817.0,20781.4,1292.765,1292.5619650226931,-0.000999183359754019,26884254.8229,7.730255003569416e-07,90,,,0,
20221027,073500,073959,1666827599,20796.2,20778.4,20796.2,20775.0,929.727,929.660683506851,-0.0008559256017925954,19323555.1031,9.206860276847319e-07,91,,,0,
20221027,074000,074459,1666827899,20778.3,20777.2,20785.8,20770.2,502.903,502.89320962556553,-5.7752281215184276e-05,10449115.1096,1.1484004975566154e-07,92,,,0,
20221027,074500,074959,1666828199,20777.2,20778.1,20785.7,20754.7,1426.799,1426.742154678337,4.3316712550200975e-05,29633719.9011,3.0360575250520195e-08,93,,,0,
20221027,075000,075459,1666828499,20778.1,20733.7,20780.0,20731.1,1380.559,1380.14289042208,-0.0021368652571697178,28645624.7693,1.5482927688133904e-06,94,,,0,
20221027,075500,075959,1666828799,20733.7,20758.3,20764.8,20721.8,1100.42,1100.4026859178628,0.001186474194186271,22825983.0348,1.0782181917309796e-06,95,,,0,
20221027,080000,080459,1666829099,20758.4,20774.5,20778.5,20734.3,1676.093,1676.268446185273,0.0007804107272753047,34793298.3764,4.6556428897251234e-07,96,,,0,
20221027,080500,080959,1666829399,20774.6,20772.8,20787.6,20764.6,855.379,855.3765807009016,-8.183109100101671e-05,17771389.3783,9.566674240012947e-08,97,,,0,
20221027,081000,081459,1666829699,20772.9,20792.9,20798.0,20763.9,779.054,779.0852683972581,0.0009676114919510148,16190132.0083,1.2419840692683032e-06,98,,,0,
20221027,081500,081959,1666829999,20792.9,20829.2,20829.9,20792.3,1375.676,1375.4882165382896,0.0017457882257885249,28625422.8232,1.2692135089184365e-06,99,,,0,
20221027,082000,082459,1666830299,20829.2,20792.1,20837.8,20792.0,973.388,973.5346938443134,-0.0017811533808308466,20264027.2989,1.8295736064601788e-06,100,,,0,
20221027,082500,082959,1666830599,20792.1,20751.0,20793.6,20736.0,1726.287,1725.787019744953,-0.0019767123090018712,35835622.3076,1.145397599116258e-06,101,,,0,
20221027,083000,083459,1666830899,20751.0,20728.7,20751.1,20726.2,1294.722,1294.5721799538542,-0.0010746470049636248,26847679.3398,8.301174871546608e-07,102,,,0,
20221027,083500,083959,1666831199,20728.8,20712.1,20728.8,20706.2,1556.17,1556.0340381609751,-0.0008008220486572792,32237135.1856,5.14655868070691e-07,103,,,0,
20221027,084000,084459,1666831499,20712.1,20732.1,20737.2,20708.2,1108.368,1108.629892026618,0.0009656191308462514,22973804.6635,8.710022504273834e-07,104,,,0,
20221027,084500,084959,1666831799,20732.1,20733.5,20738.2,20715.6,668.252,668.3434440364936,6.752813270249902e-05,13852687.7302,1.0103807152600988e-07,105,,,0,
20221027,085000,085459,1666832099,20733.6,20734.8,20742.0,20723.1,423.208,423.2303829678453,6.270046060730117e-05,8774645.0764,1.4814735220005414e-07,106,,,0,
20221027,085500,085959,1666832399,20734.8,20742.4,20749.0,20732.8,544.252,544.2458177755063,0.0003665335571119144,11288148.0819,6.734705993884261e-07,107,,,0,
20221027,090000,090459,1666832699,20742.4,20752.8,20774.5,20740.4,1136.063,1136.031600996269,0.0005013884603517482,23581119.1561,4.41350803896691e-07,108,,,0,
20221027,090500,090959,1666832999,20752.7,20749.1,20764.7,20748.0,735.582,735.6304494720894,-0.00017828919471107874,15269003.0799,2.423624454901567e-07,109,,,0,
20221027,091000,091459,1666833299,20749.1,20760.0,20760.0,20749.1,510.847,510.88492664981896,0.0005253239899563056,10603186.7544,1.0282628485462906e-06,110,,,0,
20221027,091500,091959,1666833599,20760.0,20777.2,20781.7,20741.5,916.287,916.3181491118219,0.0008285163776493576,19024230.8846,9.041798183877841e-07,111,,,0,
20221027,092000,092459,1666833899,20777.2,20768.8,20790.7,20762.7,1039.908,1040.1431289088257,-0.0004042893171362083,21610741.7464,3.886862354802389e-07,112,,,0,
20221027,092500,092959,1666834199,20768.7,20713.5,20768.7,20705.0,1620.382,1619.277395380687,-0.0026626478178806146,33578712.4564,1.6443432270939807e-06,113,,,0,
20221027,093000,093459,1666834499,20713.6,20693.9,20733.1,20689.5,1546.056,1545.8406027917126,-0.0009462427885195135,32016368.4766,6.121218363721623e-07,114,,,0,
20221027,093500,093959,1666834799,20693.8,20730.5,20733.9,20689.2,785.811,785.9787628400577,0.0017686371346143925,16278838.4455,2.250235271273227e-06,115,,,0,
20221027,094000,094459,1666835099,20730.6,20724.8,20743.3,20718.0,605.237,605.2379724948325,-0.00027495718868342234,12546976.5745,4.542959979031552e-07,116,,,0,
20221027,094500,094959,1666835399,20724.8,20729.2,20735.7,20707.2,496.815,496.8804098024028,0.00021230602949140476,10296082.5677,4.272779230234367e-07,117,,,0,
20221027,095000,095459,1666835699,20729.2,20722.1,20732.0,20718.3,271.308,271.31699694815234,-0.00034251201204105186,5623085.4593,1.2624052893615973e-06,118,,,0,
20221027,095500,095959,1666835999,20722.0,20715.1,20734.1,20708.5,466.254,466.29159277168907,-0.00033780360098634166,9662167.9813,7.244471189763459e-07,119,,,0,
20221027,100000,100459,1666836299,20715.1,20728.2,20728.2,20706.9,449.956,449.94790487774856,0.0006323889336765642,9321818.2167,1.4054714486300033e-06,120,,,0,
20221027,100500,100959,1666836599,20728.1,20753.5,20759.0,20728.1,1022.038,1022.1782825890458,0.0012205594311132106,21203606.3138,1.1940768571424654e-06,121,,,0,
20221027,101000,101459,1666836899,20753.5,20758.7,20761.7,20739.7,724.673,724.5984620615208,0.00025056014648128233,15035925.3067,3.4579171720627937e-07,122,,,0,
20221027,101500,101959,1666837199,20758.8,20770.2,20784.1,20757.4,1268.862,1268.7690227507433,0.0005539845944109167,26353284.1793,4.366315574207947e-07,123,,,0,
20221027,102000,102459,1666837499,20770.2,20778.5,20784.4,20747.5,1508.797,1509.0188856373052,0.00039961098111707116,31336210.7282,2.648150960339394e-07,124,,,0,
20221027,102500,102959,1666837799,20778.5,20758.7,20781.4,20748.3,670.948,670.9876326050995,-0.0009529080539980583,13932957.5429,1.4201574033464775e-06,125,,,0,
20221027,103000,103459,1666838099,20758.7,20774.9,20775.0,20750.8,484.508,484.51532396245227,0.0007803956895182651,10059943.2199,1.6106728743604036e-06,126,,,0,
20221027,103500,103959,1666838399,20774.9,20753.3,20784.0,20751.5,1271.912,1271.7316140554465,-0.0010397161959866397,26411004.2278,8.17559447681788e-07,127,,,0,
20221027,104000,104459,1666838699,20753.4,20763.3,20775.0,20753.3,548.77,548.7672934938342,0.00048185107910558855,11394686.3972,8.780608553359466e-07,128,,,0,
20221027,104500,104959,1666838999,20763.2,20777.2,20780.0,20763.2,614.249,614.3151594436636,0.0006694504245472466,12760308.7659,1.0897507806148145e-06,129,,,0,
20221027,105000,105459,1666839299,20777.2,20767.4,20777.2,20765.0,431.234,431.2146024187453,-0.0004716708699921135,8956801.6283,1.093819335770271e-06,130,,,0,
20221027,105500,105959,1666839599,20767.5,20672.9,20771.7,20668.0,4294.773,4291.88707346337,-0.004550401109431168,88927256.3791,1.0602331868343378e-06,131,,,0,
20221027,110000,110459,1666839899,20673.0,20666.9,20709.0,20561.5,8221.192,8221.747573850571,-0.00029023504201153294,169657816.6233,3.530089429340195e-08,132,,,0,
20221027,110500,110959,1666840199,20666.9,20736.3,20743.2,20656.5,2890.536,2890.958511448151,0.0033580266029253902,59842407.5432,1.1615616722369612e-06,133,,,0,
20221027,111000,111459,1666840499,20736.3,20699.1,20739.8,20685.0,1822.76,1821.8766294683378,-0.001793955527263802,37735437.5002,9.846745373682719e-07,134,,,0,
20221027,111500,111959,1666840799,20699.1,20691.1,20709.9,20678.8,921.212,921.1539815166942,-0.00038649023387493653,19062682.8974,4.1957179975336413e-07,135,,,0,
20221027,112000,112459,1666841099,20691.0,20667.4,20693.0,20657.0,1337.959,1337.8576769093108,-0.0011454200115024182,27660207.4701,8.561598376805985e-07,136,,,0,
20221027,112500,112959,1666841399,20667.4,20667.3,20683.0,20655.9,899.307,899.3145106908989,-4.838537987494895e-06,18588336.313,5.380251213535614e-09,137,,,0,
20221027,113000,113459,1666841699,20667.2,20700.0,20702.4,20652.8,1011.178,1011.3973928985957,0.001582209577448479,20913270.7314,1.5643797270566168e-06,138,,,0,
20221027,113500,113959,1666841999,20700.0,20711.9,20713.7,20697.8,942.134,942.1336129722421,0.0005748792270532377,19507583.0568,6.101886389974022e-07,139,,,0,
20221027,114000,114459,1666842299,20712.0,20708.9,20715.0,20701.5,718.81,718.8358600557748,-0.00014484426827088281,14885832.699,2.0149838971534376e-07,140,,,0,
20221027,114500,114959,1666842599,20708.9,20733.2,20750.1,20705.4,2140.216,2140.646449957183,0.0011734085344947687,44370784.4531,5.481561583970296e-07,141,,,0,
20221027,115000,115459,1666842899,20733.3,20748.0,20748.0,20723.4,858.299,858.2445057509512,0.0007138309571121937,17796300.5979,8.317337918610993e-07,142,,,0,
20221027,115500,115959,1666843199,20748.0,20744.3,20763.6,20733.9,1332.484,1332.660416145551,-0.0001783304414884057,27651037.8095,1.338153661111885e-07,143,2.814504845604819e-05,,0,
20221027,120000,120459,1666843499,20744.3,20747.5,20753.5,20740.9,685.216,685.2068215325442,0.00015425924229783838,14216122.9677,2.2512800143002048e-07,144,2.8551702164551124e-05,,0,
20221027,120500,120959,1666843799,20747.5,20747.5,20750.0,20741.5,571.174,571.1944710747985,0.0,11849857.6983,0.0,145,2.905635444974054e-05,,0,
20221027,121000,121459,1666844099,20747.5,20739.1,20750.0,20737.7,486.997,487.01449961795913,-0.00040486805639239343,10102555.7279,8.313264937902139e-07,146,2.9657507557359356e-05,,0,
20221027,121500,121959,1666844399,20739.2,20749.6,20749.7,20725.5,775.563,775.429958756076,0.0005062900511594304,16080556.3127,6.529152574548543e-07,147,3.0289840194791827e-05,,0,
20221027,122000,122459,1666844699,20749.7,20770.1,20780.0,20749.7,1374.37,1374.5911845354049,0.0009879708524500597,28543179.7582,7.187379517379794e-07,148,3.052362561463632e-05,,0,
20221027,122500,122959,1666844999,20770.1,20780.6,20788.3,20765.0,804.181,804.1529385439904,0.0005055343980047144,16707604.1506,6.286545429032958e-07,149,3.07799859082908e-05,,0,
20221027,123000,123459,1666845299,20780.6,20767.0,20800.0,20765.7,1328.102,1328.4140653712075,-0.0006544565604457153,27608230.2585,4.926600654915802e-07,150,3.093287219578615e-05,,0,
20221027,123500,123959,1666845599,20766.9,20763.3,20768.4,20756.8,573.248,573.2742478494986,-0.00017816728463426745,11902663.8984,3.107889204907066e-07,151,3.134081017754561e-05,,0,
20221027,124000,124459,1666845899,20763.2,20770.8,20776.8,20763.2,387.368,387.4247471015888,0.00036121425784929606,8046811.9973,9.323468894323884e-07,152,3.17722044147964e-05,,0,
20221027,124500,124959,1666846199,20770.8,20809.9,20823.7,20770.7,2015.972,2016.800443011559,0.0018824503630097134,41943802.1734,9.333845445803109e-07,153,3.225315128879579e-05,,0,
20221027,125000,125459,1666846499,20810.0,20839.3,20858.0,20797.1,2645.195,2646.201114221308,0.0014127891051853858,55113886.0165,5.338933226173643e-07,154,3.2745550260795065e-05,,0,
20221027,125500,125959,1666846799,20839.3,20789.0,20839.3,20789.0,1258.14,1258.2141198031147,-0.002413708713824292,26188657.4217,1.918360854352826e-06,155,3.209828352119571e-05,,0,
20221027,130000,130459,1666847099,20789.0,20787.9,20790.3,20775.9,1143.081,1143.159068854021,-5.291259800854764e-05,23758389.2439,4.628629510116275e-08,156,3.267937594613795e-05,,0,
20221027,130500,130959,1666847399,20787.9,20807.7,20812.8,20776.0,1192.585,1192.5365755347593,0.0009524771621953754,24798082.5663,7.986984900385667e-07,157,3.283262184110052e-05,,0,
20221027,131000,131459,1666847699,20807.7,20819.2,20819.3,20795.6,765.464,765.4757790310683,0.0005526800174935342,15927598.9984,7.220084980260396e-07,158,3.30564665523639e-05,,0,
20221027,131500,131959,1666847999,20819.3,20803.8,20819.3,20800.2,519.218,519.2339873520825,-0.0007397018137105249,10805129.4683,1.4246020709906791e-06,159,3.302258004184439e-05,,0,
20221027,132000,132459,1666848299,20803.8,20832.0,20837.9,20802.5,972.988,973.0447610493655,0.0013555215874023752,20258986.534,1.3930721809144044e-06,160,3.4137587365133584e-05,,0,
20221027,132500,132959,1666848599,20831.9,20810.6,20831.9,20800.3,526.037,526.0094084867003,-0.0010272657450077771,10949464.448,1.95294176954584e-06,161,3.349210071666298e-05,,0,
20221027,133000,133459,1666848899,20810.6,20807.9,20817.7,20800.3,538.041,538.0423299293575,-0.0001297415740053598,11196122.8435,2.411363693678047e-07,162,3.383246128019527e-05,,0,
